2024학년도 1학기 학부 개설강좌 일람표,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,('24. 1. 24. 14시 기준)
1678,사범대학,,불어교육과,4학년,FE2700249,073,불문학교재강독,전공필수,3,3,0,,20,"화 15:00(75) 701-205, 목 15:00(75) 701-205",,,N,N,
1679,사범대학,,불어교육과,4학년,FE3500318,073,프랑스어교재연구및지도법,전공선택,3,3,0,이송,20,"화 16:30(75) 701-205, 목 16:30(75) 701-205",,,N,N,
1680,사범대학,,교육학과,전학년,ZF1100395,001,교육가의생애와사상,교양선택,3,3,0,안경식,150,금 09:00-12:00 417-401,1영역 : 사상과역사 ,,N,Y,
1681,사범대학,,교육학과,전학년,ZF1101024,001,사회문제와 혁신리더십,교양선택,3,3,0,박수홍/김미호,40,"화 13:30(75) 206-11302, 목 13:30(75) 206-11302",2영역 : 사회와문화 ,,Y,N,
1682,사범대학,,교육학과,전학년,ZF1200291,001,민주시민의길-지성과감성의통합교육,교양선택,3,3,0,김정섭/윤기헌/김회용,150,금 09:00-12:00 206-11302,7영역 : 융복합 ,,Y,Y,원격(비실시간)
1683,사범대학,,교육학과,전학년,ZF1200292,001,영재교육과창의성계발,교양선택,3,3,0,김정섭/박창언/서혜애,30,금 09:00-12:00 417-305,7영역 : 융복합 ,,Y,Y,"MOOC,원격(비실시간)"
1684,사범대학,,교육학과,1학년,ED1500426,075,교육철학,전공기초,3,3,0,김회용,20,"월 10:30(75) 418-303, 수 10:30(75) 418-412",,,N,N,
1685,사범대학,,교육학과,1학년,ED1600565,075,성격과교육,전공기초,3,3,0,유순화,20,"화 10:30(75) 417-302, 목 10:30(75) 417-302",,,N,N,
1686,사범대학,,교육학과,2학년,ED3400238,075,교육심리학,전공필수,3,3,0,김정섭,20,"월 10:30(75) 417-302, 수 10:30(75) 417-302",,,N,N,
1687,사범대학,,교육학과,2학년,ED3400286,075,교육방법,전공필수,3,3,0,이상수,20,"화 10:30(75) 417-402, 목 10:30(75) 417-402",,,N,N,
1688,사범대학,,교육학과,2학년,ED2800828,075,교육공학,전공선택,3,3,0,김선정,20,"월 13:30(75) 417-401, 수 13:30(75) 417-401",,,N,N,
1689,사범대학,,교육학과,2학년,ED3400285,075,교육통계학,전공선택,3,3,0,이계진,20,"화 13:30(75) 417-401, 목 13:30(75) 417-401",,,N,N,
1690,사범대학,,교육학과,2학년,XA4000011,001,교육방법및교육공학,교직과목,2,2,0,이유나,25,화 17:00(100) 602-202,,,N,N,
1691,사범대학,,교육학과,2학년,XA4000011,002,교육방법및교육공학,교직과목,2,2,0,김선정,25,수 17:00(100) 417-306,,,N,N,
1692,사범대학,,교육학과,2학년,XA4000011,003,교육방법및교육공학,교직과목,2,2,0,안혜정,25,목 17:00(100) 417-510,,,N,N,
1693,사범대학,,교육학과,2학년,XA4000011,004,교육방법및교육공학,교직과목,2,2,0,배유나,25,금 11:00(100) 701-202,,,N,N,
1694,사범대학,,교육학과,2학년,XA4000011,005,교육방법및교육공학,교직과목,2,2,0,배유나,25,금 13:00(100) 701-202,,,N,N,
1695,사범대학,,교육학과,2학년,XA4000018,001,교육심리,교직과목,2,2,0,김정섭/기희경,25,월 15:00(100) 417-401,,,Y,N,
1696,사범대학,,교육학과,2학년,XA4000018,002,교육심리,교직과목,2,2,0,김은지,25,화 15:00(100) 417-303,,,N,N,
1697,사범대학,,교육학과,2학년,XA4000018,003,교육심리,교직과목,2,2,0,권보민,25,화 17:00(100) 417-303,,,N,N,
1698,사범대학,,교육학과,2학년,XA4000018,004,교육심리,교직과목,2,2,0,홍애순,25,수 17:00(100) 206-11301-1,,,N,N,
1699,사범대학,,교육학과,2학년,XA4000018,005,교육심리,교직과목,2,2,0,심효진,25,목 15:00(100) 417-402,,,N,N,
1700,사범대학,,교육학과,2학년,XA4000018,006,교육심리,교직과목,2,2,0,기희경,25,목 17:00(100) 206-11302,,,N,N,
1701,사범대학,,교육학과,2학년,XA4000018,007,교육심리,교직과목,2,2,0,윤정,25,금 09:00(100) 206-11301-1,,,N,N,
1702,사범대학,,교육학과,2학년,XA4000018,008,교육심리,교직과목,2,2,0,윤정,25,금 11:00(100) 206-11301-1,,,N,N,
1703,사범대학,,교육학과,2학년,XA4000024,001,교육철학및교육사,교직과목,2,2,0,,25,월 17:00(100) 417-303,,,N,N,
1704,사범대학,,교육학과,2학년,XA4000024,002,교육철학및교육사,교직과목,2,2,0,이태영,25,수 15:00(100) 602-202,,,N,N,
1705,사범대학,,교육학과,2학년,XA4000024,003,교육철학및교육사,교직과목,2,2,0,최두진,25,목 15:00(100) 417-306,,,N,N,
1706,사범대학,,교육학과,2학년,XA4000024,004,교육철학및교육사,교직과목,2,2,0,최두진,25,목 17:00(100) 417-306,,,N,N,
1707,사범대학,,교육학과,2학년,XA4000026,001,교육학개론,교직과목,2,2,0,,25,월 15:00(100) 206-11302,,,N,N,
1708,사범대학,,교육학과,2학년,XA4000026,002,교육학개론,교직과목,2,2,0,박청미,25,화 15:00(100) 417-402,,,N,N,
1709,사범대학,,교육학과,2학년,XA4000026,003,교육학개론,교직과목,2,2,0,박청미,25,화 17:00(100) 417-402,,,N,N,
1710,사범대학,,교육학과,2학년,XA4000026,004,교육학개론,교직과목,2,2,0,,25,수 15:00(100) 602-201,,,N,N,
1711,사범대학,,교육학과,2학년,XA4000033,001,교육행정및교육경영,교직과목,2,2,0,서용희,25,월 15:00(100) 206-11302-1,,,N,N,
1712,사범대학,,교육학과,2학년,XA4000033,002,교육행정및교육경영,교직과목,2,2,0,김혜영,25,화 15:00(100) 417-509,,,N,N,
1713,사범대학,,교육학과,2학년,XA4000033,003,교육행정및교육경영,교직과목,2,2,0,김혜영,25,수 15:00(100) 206-11302,,,N,N,
1714,사범대학,,교육학과,2학년,XA4000033,004,교육행정및교육경영,교직과목,2,2,0,김혜영,25,수 17:00(100) 206-11302,,,N,N,
1715,사범대학,,교육학과,2학년,XA4000033,005,교육행정및교육경영,교직과목,2,2,0,,25,목 17:00(100) 206-11301-1,,,N,N,
1716,사범대학,,교육학과,2학년,XA4000033,006,교육행정및교육경영,교직과목,2,2,0,김동선,25,금 11:00(100) 206-11301-2,,,N,N,
1717,사범대학,,교육학과,2학년,XA4000033,007,교육행정및교육경영,교직과목,2,2,0,김동선,25,금 13:00(100) 206-11301-2,,,N,N,
1718,사범대학,,교육학과,3학년,ED3400068,075,생활지도및상담론,전공필수,3,3,0,이동형,20,"화 10:30(75) 417-401, 목 10:30(75) 417-401",,,N,N,
1719,사범대학,,교육학과,3학년,ED2001286,075,현대철학과교육의쟁점들,전공선택,3,3,0,이소영,20,"화 13:30(75) 417-302, 목 13:30(75) 417-302",,,N,N,
1720,사범대학,,교육학과,3학년,ED2900453,075,교육학교과교육론,전공선택,3,3,0,박창언,20,"월 13:30(75) 417-302, 수 13:30(75) 417-302",,,N,N,
1721,사범대학,,교육학과,3학년,ED3400259,075,교육문제의역사,전공선택,3,3,0,최두진,20,금 13:00-16:00 417-303,,,N,N,
1722,사범대학,,교육학과,3학년,ED3400417,075,평생교육프로그램개발론,전공선택,3,3,0,이병준,20,"월 16:30(75) 417-302, 수 16:30(75) 417-302",,,N,N,
1723,사범대학,,교육학과,3학년,ED3500885,075,한국교육문제의탐구,전공선택,3,3,0,윤민종,20,"화 15:00(75) 417-302, 목 15:00(75) 417-302",,영어,N,N,
1724,사범대학,,교육학과,3학년,XA4000008,001,교육과정,교직과목,2,2,0,여상운,25,화 17:00(100) 701-105,,,N,N,
1725,사범대학,,교육학과,3학년,XA4000008,002,교육과정,교직과목,2,2,0,박창언/김정혜,25,수 17:00(100) 417-303,,,Y,N,
1726,사범대학,,교육학과,3학년,XA4000008,003,교육과정,교직과목,2,2,0,김정혜,25,목 17:00(100) 417-402,,,N,N,
1727,사범대학,,교육학과,3학년,XA4000008,004,교육과정,교직과목,2,2,0,신경애,25,금 13:00(100) 417-407,,,N,N,
1728,사범대학,,교육학과,3학년,XA4000015,001,교육사회,교직과목,2,2,0,,25,화 15:00(100) 417-306,,,N,N,
1729,사범대학,,교육학과,3학년,XA4000015,002,교육사회,교직과목,2,2,0,,25,화 17:00(100) 417-306,,,N,N,
1730,사범대학,,교육학과,3학년,XA4000015,003,교육사회,교직과목,2,2,0,전현곤,25,수 17:00(100) 206-11302-1,,,N,N,
1731,사범대학,,교육학과,3학년,XA4000015,004,교육사회,교직과목,2,2,0,안승대,25,목 15:00(100) 417-303,,,N,N,
1732,사범대학,,교육학과,3학년,XA4000015,005,교육사회,교직과목,2,2,0,안승대,25,목 17:00(100) 417-303,,,N,N,
1733,사범대학,,교육학과,3학년,XA4000015,006,교육사회,교직과목,2,2,0,전현곤,25,금 09:00(100) 417-509,,,N,N,
1734,사범대학,,교육학과,3학년,XA4000015,007,교육사회,교직과목,2,2,0,전현곤,25,금 11:00(100) 417-509,,,N,N,
1735,사범대학,,교육학과,3학년,XA4000022,001,생활지도및상담,교직과목,2,2,0,류남애,25,월 17:00(100) 206-11301-1,,,N,N,
1736,사범대학,,교육학과,3학년,XA4000022,002,생활지도및상담,교직과목,2,2,0,류남애,25,화 17:00(100) 206-11301-1,,,N,N,
1737,사범대학,,교육학과,3학년,XA4000022,003,생활지도및상담,교직과목,2,2,0,정애리,25,목 15:00(100) 417-401,,,N,N,
1738,사범대학,,교육학과,3학년,XA4000022,004,생활지도및상담,교직과목,2,2,0,정애리,25,목 17:00(100) 417-401,,,N,N,
1739,사범대학,,교육학과,3학년,XA4000025,001,교육평가,교직과목,2,2,0,황석현,25,월 17:00(100) 701-204,,,N,N,
1740,사범대학,,교육학과,3학년,XA4000025,002,교육평가,교직과목,2,2,0,황석현,25,화 15:00(100) 701-204,,,N,N,
1741,사범대학,,교육학과,3학년,XA4000025,003,교육평가,교직과목,2,2,0,황석현,25,화 17:00(100) 701-204,,,N,N,
1742,사범대학,,교육학과,3학년,XA4000025,004,교육평가,교직과목,2,2,0,이계진,25,수 15:00(100) 417-201,,,N,N,
1743,사범대학,,교육학과,3학년,XA4000347,075,교육봉사활동,교직과목,2,0,4,이진희,999,토 17:00-21:00 417-302,,,N,N,
1744,사범대학,,교육학과,3학년,XA4000360,001,학교폭력예방및학생의이해,교직과목,2,2,0,장경혜,25,월 17:00(100) 206-11301-2,,,N,N,
1745,사범대학,,교육학과,3학년,XA4000360,002,학교폭력예방및학생의이해,교직과목,2,2,0,최혜경,25,화 15:00(100) 701-105,,,N,N,
1746,사범대학,,교육학과,3학년,XA4000360,003,학교폭력예방및학생의이해,교직과목,2,2,0,한정규,25,수 15:00(100) 417-306,,,N,N,
1747,사범대학,,교육학과,3학년,XA4000360,004,학교폭력예방및학생의이해,교직과목,2,2,0,조귀정,25,수 17:00(100) 417-509,,,N,N,
1748,사범대학,,교육학과,3학년,XA4000360,005,학교폭력예방및학생의이해,교직과목,2,2,0,이회성,25,목 17:00(100) 417-509,,,N,N,
1749,사범대학,,교육학과,3학년,XA4000360,006,학교폭력예방및학생의이해,교직과목,2,2,0,강선모,25,목 19:00(100) 417-303,,,N,N,
1750,사범대학,,교육학과,3학년,XA4000360,007,학교폭력예방및학생의이해,교직과목,2,2,0,정애리,25,금 11:00(100) 417-306,,,N,N,
1751,사범대학,,교육학과,3학년,XA4000361,001,디지털교육,교직과목,1,1,0,이유나,25,월 17:00(50) 206-11303,,,N,N,
1752,사범대학,,교육학과,3학년,XA4000361,002,디지털교육,교직과목,1,1,0,이유나,25,화 16:00(50) 602-202,,,N,N,
1753,사범대학,,교육학과,3학년,XA4000361,003,디지털교육,교직과목,1,1,0,안혜정,25,화 18:00(50) 206-11303,,,N,N,
1754,사범대학,,교육학과,3학년,XA4000361,004,디지털교육,교직과목,1,1,0,안혜정,25,수 17:00(50) 206-11303,,,N,N,
1755,사범대학,,교육학과,3학년,XA4000361,005,디지털교육,교직과목,1,1,0,안혜정,25,수 18:00(50) 206-11303,,,N,N,
1756,사범대학,,교육학과,3학년,XA4000361,006,디지털교육,교직과목,1,1,0,정주훈,25,목 19:00(50) 206-11301-2,,,N,N,
1757,사범대학,,교육학과,3학년,XA4000361,007,디지털교육,교직과목,1,1,0,정주훈,25,금 09:00(50) 701-204,,,N,N,
1758,사범대학,,교육학과,3학년,XA4000361,008,디지털교육,교직과목,1,1,0,이유나,25,금 10:00(50) 701-204,,,N,N,
1759,사범대학,,교육학과,3학년,XA4000361,009,디지털교육,교직과목,1,1,0,이유나,25,금 11:00(50) 701-204,,,N,N,
1760,사범대학,,교육학과,3학년,XA4000362,001,교직실무,교직과목,1,1,0,,25,월 16:00(50) 206-11303,,,N,N,
1761,사범대학,,교육학과,3학년,XA4000362,002,교직실무,교직과목,1,1,0,이영내,25,화 16:00(50) 206-11303,,,N,N,
1762,사범대학,,교육학과,3학년,XA4000362,003,교직실무,교직과목,1,1,0,이영내,25,화 17:00(50) 206-11303,,,N,N,
1763,사범대학,,교육학과,3학년,XA4000362,004,교직실무,교직과목,1,1,0,임윤정,25,화 18:00(50) 206-11301-2,,,N,N,
1764,사범대학,,교육학과,3학년,XA4000362,005,교직실무,교직과목,1,1,0,이미선,25,수 15:00(50) 206-11303,,,N,N,
1765,사범대학,,교육학과,3학년,XA4000362,006,교직실무,교직과목,1,1,0,이미선,25,수 16:00(50) 206-11303,,,N,N,
1766,사범대학,,교육학과,3학년,XA4000362,007,교직실무,교직과목,1,1,0,구준모,25,목 18:00(50) 206-11303,,,N,N,
1767,사범대학,,교육학과,3학년,XA4000362,008,교직실무,교직과목,1,1,0,이상철,25,금 10:00(50) 701-105,,,N,N,
1768,사범대학,,교육학과,3학년,XA4000362,009,교직실무,교직과목,1,1,0,이상철,25,금 11:00(50) 701-105,,,N,N,
1769,사범대학,,교육학과,4학년,ED2000873,075,집단상담기초이론과실제,전공선택,3,3,0,정지선,20,금 13:00-16:00 418-412,,,N,N,
1770,사범대학,,교육학과,4학년,ED2400284,075,기업교육론,전공선택,3,3,0,박수홍,20,"월 15:00(75) 417-302, 수 15:00(75) 417-302",,,N,N,
1771,사범대학,,교육학과,4학년,ED2900486,075,교육학교과교재및연구법,전공선택,3,3,0,여상운,20,"월 13:30(75) 206-11303, 수 13:30(75) 206-11303",,,N,N,
1772,사범대학,,교육학과,4학년,XA4000012,075,학교현장실습(자과),교직과목,2,0,4,이진희,999,토 09:00-13:00 417-302,,,N,N,
1773,사범대학,,교육학과,4학년,XA4000017,075,학교현장실습(타과),교직과목,2,0,4,이진희,999,토 13:00-17:00 417-302,,,N,N,
1774,사범대학,,유아교육과,1학년,ER1500793,076,영유아발달과교육,전공기초,3,3,0,채진영,22,"월 13:30(75) 211-A203, 수 13:30(75) 211-A203",,,N,N,
1775,사범대학,,유아교육과,1학년,ER1600309,076,유아교육개론,전공기초,3,3,0,이연선,22,"화 10:30(75) 211-A203, 목 10:30(75) 211-A203",,,N,N,
1776,사범대학,,유아교육과,2학년,ER1600593,076,아동권리와복지,전공필수,3,3,0,최윤경,21,"화 13:30(75) 211-A203, 목 13:30(75) 211-A203",,,N,N,
1777,사범대학,,유아교육과,2학년,ER3400344,076,아동관찰및행동연구,전공필수,3,3,0,,20,"월 10:30(75) 211-A203, 수 10:30(75) 211-A203",,,N,N,
1778,사범대학,,유아교육과,2학년,ER3300333,076,아동음악,전공선택,3,3,0,이지연,21,금 10:00-13:00 211-A203,,,N,N,
1779,사범대학,,유아교육과,2학년,ER3400347,076,아동과학지도,전공선택,3,3,0,김은주,21,"월 13:30(75) 211-A201, 수 13:30(75) 211-A201",,,N,N,
1780,사범대학,,유아교육과,2학년,XA4000351,076,교수-학습론,교직과목,2,2,0,조아라,24,수 17:30(100) 211-A103,,,N,N,
1781,사범대학,,유아교육과,3학년,ER2800921,076,부모교육론,전공필수,3,3,0,김성현,21,"월 15:00(75) 211-A303, 수 15:00(75) 211-A303",,,N,N,
1782,사범대학,,유아교육과,3학년,ER2600374,076,언어지도,전공선택,3,3,0,최혜윤,21,"화 13:30(75) 211-A201, 목 13:30(75) 211-A201",,,N,N,
1783,사범대학,,유아교육과,3학년,ER2700958,076,현장연구,전공선택,1,0,2,최혜윤,21,금 09:00(100) 211-A501,,,N,N,
1784,사범대학,,유아교육과,3학년,ER2700960,076,유아멀티미디어교육,전공선택,3,3,0,김성현,21,"월 13:30(75) 211-A303, 수 13:30(75) 211-A303",,,N,N,
1785,사범대학,,유아교육과,3학년,ER2900492,076,유아교과교재및연구법,전공선택,3,3,0,최혜윤,21,"화 10:30(75) 211-A201, 목 10:30(75) 211-A201",,,N,N,
1786,사범대학,,유아교육과,3학년,XA4000345,076,수업분석및평가,교직과목,2,2,0,안정은,21,화 16:00(100) 211-A103,,,N,N,
1787,사범대학,,유아교육과,3학년,XA4000362,076,교직실무,교직과목,1,1,0,최혜윤,21,금 11:00(50) 211-A501,,,N,N,
1788,사범대학,,유아교육과,4학년,ER3300344,076,보육교사론,전공필수,3,3,0,임부연,19,"화 13:30(75) 211-A303, 목 13:30(75) 211-A303",,,N,N,
1789,사범대학,,유아교육과,4학년,ER2800939,076,유아교육평가,전공선택,3,3,0,박선영,19,"화 10:30(75) 211-A501, 목 10:30(75) 211-A501",,,Y,N,
1790,사범대학,,유아교육과,4학년,ER2900493,076,아동생활지도,전공선택,3,3,0,채진영,19,"화 15:00(75) 211-A303, 목 15:00(75) 211-A303",,,N,N,
1791,사범대학,,특수교육과,1학년,ZF1200741,077,"몸,나를찾는치유여행",교양선택,3,3,0,강영심/김경,30,"화 14:00(75) 106-722, 화 15:30(75) 106-722",7영역 : 융복합 ,,Y,N,
1792,사범대학,,특수교육과,1학년,SE1600152,077,특수교육학,전공기초,3,3,0,박재국,20,"월 09:00(75) 422-409, 수 09:00(75) 422-409",,,N,N,
1793,사범대학,,특수교육과,1학년,SE1600590,077,인간발달의이해,전공기초,3,3,0,황순영,20,"월 10:30(75) 422-409, 수 10:30(75) 422-409",,,N,N,
1794,사범대학,,특수교육과,2학년,SE3400814,077,지적장애학생교육,전공필수,3,3,0,강영심,20,"화 10:30(75) 422-411, 목 10:30(75) 422-411",,,N,N,
1795,사범대학,,특수교육과,2학년,SE3400815,077,정서·행동장애학생교육,전공필수,3,3,0,이연희,20,"화 09:00(75) 422-411, 목 09:00(75) 422-411",,,N,N,
1796,사범대학,,특수교육과,2학년,SE2800694,077,초등음악교육,전공선택,3,3,0,강은옥,10,"목 17:00(100) 422-822, 목 19:00(50) 422-822",,,N,N,
1797,사범대학,,특수교육과,2학년,SE2800695,077,초등국어교육,전공선택,3,3,0,이경림,10,"화 13:30(75) 422-411, 목 13:30(75) 422-411",,,N,N,
1798,사범대학,,특수교육과,2학년,SE3400822,077,중도·중복장애학생교육,전공선택,3,3,0,전혜영,20,"월 15:00(75) 422-409, 수 15:00(75) 422-409",,,N,N,
1799,사범대학,,특수교육과,2학년,SE3400823,077,특수교육대상학생진단및평가,전공선택,3,3,0,박지수,20,"월 17:00(100) 422-412, 월 19:00(50) 422-412",,,N,N,
1800,사범대학,,특수교육과,2학년,SE3500998,077,기본교육과정중등국어교육,전공선택,3,3,0,전인주,10,"목 17:00(100) 308-110, 목 19:00(50) 308-110",,,N,N,
1801,사범대학,,특수교육과,2학년,XA4000225,001,특수교육학개론,교직과목,2,2,0,서유경,25,월 15:00(100) 422-411,,,N,N,
1802,사범대학,,특수교육과,2학년,XA4000225,002,특수교육학개론,교직과목,2,2,0,이연희,25,월 17:00(100) 422-411,,,N,N,
1803,사범대학,,특수교육과,2학년,XA4000225,003,특수교육학개론,교직과목,2,2,0,정경희,25,화 15:00(100) 422-411,,,N,N,
1804,사범대학,,특수교육과,2학년,XA4000225,004,특수교육학개론,교직과목,2,2,0,손성화,25,화 17:00(100) 422-411,,,N,N,
1805,사범대학,,특수교육과,2학년,XA4000225,005,특수교육학개론,교직과목,2,2,0,서주영,25,수 17:00(100) 422-411,,,N,N,
1806,사범대학,,특수교육과,2학년,XA4000225,006,특수교육학개론,교직과목,2,2,0,전혜영,25,목 15:00(100) 422-411,,,N,N,
1807,사범대학,,특수교육과,2학년,XA4000225,007,특수교육학개론,교직과목,2,2,0,정혜윤,25,금 10:00(100) 422-411,,,N,N,
1808,사범대학,,특수교육과,3학년,SE3400818,077,학습장애학생교육,전공필수,3,3,0,김자경,20,"화 13:30(75) 422-409, 목 13:30(75) 422-409",,,N,N,
1809,사범대학,,특수교육과,3학년,SE3400819,077,시각장애학생교육,전공필수,3,3,0,이경림,20,"화 15:00(75) 422-409, 목 15:00(75) 422-409",,,N,N,
1810,사범대학,,특수교육과,3학년,SE2800788,077,초등미술교육,전공선택,3,3,0,김경,10,금 09:00-12:00 422-409,,,N,N,
1811,사범대학,,특수교육과,3학년,SE2800792,077,초등윤리교육,전공선택,3,3,0,,10,"화 17:00(100) 422-303, 화 19:00(50) 422-303",,,N,N,
1812,사범대학,,특수교육과,3학년,SE2900055,077,특수교육공학,전공선택,3,3,0,최진혁,20,"월 13:30(75) 422-409, 수 13:30(75) 422-409",,,N,N,
1813,사범대학,,특수교육과,3학년,SE2900090,077,특수교육과논리및논술,전공선택,2,2,0,서유경,20,목 10:00(100) 422-409,,,N,N,
1814,사범대학,,특수교육과,3학년,XA4000362,077,교직실무,교직과목,1,1,0,전인주,20,수 17:00(50) 422-409,,,N,N,
1815,사범대학,,특수교육과,4학년,SE2800793,077,초등사회교육,전공선택,3,3,0,,10,"목 17:00(100) 422-303, 목 19:00(50) 422-303",,,N,N,
1816,사범대학,,통합사회전공,3학년,SD3400596,001,통합사회과교육론,전공필수,3,3,0,박미향/장혜진/김효성/변진언,2,금 09:00-12:00 417-303,,,Y,N,
1817,사범대학,,통합사회전공,4학년,SD3600175,001,통합사회교재연구및지도법,전공선택,3,3,0,박미향/장혜진/김효성/변진언,6,금 09:00-12:00 417-407,,,Y,N,
1818,사범대학,,일반사회교육과,전학년,ZF1200432,001,국제사회란 무엇인가,교양선택,3,3,0,진시원,40,금 16:00-19:00 417-306,2영역 : 사회와문화 ,,N,Y,"MOOC,원격(비실시간)"
1819,사범대학,,일반사회교육과,전학년,ZF1200512,001,인성과 직업윤리교육,교양선택,3,3,0,진시원,30,"화 10:30(75) 417-306, 목 10:30(75) 417-306",7영역 : 융복합 ,,N,N,
1820,사범대학,,일반사회교육과,1학년,SS1600366,001,사회학,전공기초,3,3,0,유형근,40,"월 13:30(75) 417-306, 수 13:30(75) 417-306",,,N,N,
1821,사범대학,,일반사회교육과,2학년,SS2400775,001,문화와사회,전공선택,3,3,0,김대권,25,"화 12:00(75) 417-306, 목 12:00(75) 417-306",,,N,N,
1822,사범대학,,일반사회교육과,2학년,SS2800100,001,다문화교육론,전공선택,3,3,0,변진언,16,"월 15:00(75) 417-402, 수 15:00(75) 417-402",,,N,N,
1823,사범대학,,일반사회교육과,2학년,SS3000503,001,미시경제학,전공선택,3,3,0,신우진,17,"화 15:00(75) 418-207-2, 목 15:00(75) 418-207-2",,,N,N,
1824,사범대학,,일반사회교육과,2학년,SS3500925,001,정치학실습,전공선택,3,3,0,변진언,5,"월 16:30(75) 417-402, 수 16:30(75) 417-402",,,N,N,
1825,사범대학,,일반사회교육과,2학년,SS1600353,001,정치학,전공기초,3,3,0,진시원,30,"화 13:30(75) 417-306, 목 13:30(75) 417-306",,,N,N,
1826,사범대학,,일반사회교육과,2학년,SS2900146,001,일반사회교육론,전공기초,3,3,0,황미영,25,"화 10:30(75) 418-207-2, 목 10:30(75) 418-207-2",,,N,N,
1827,사범대학,,일반사회교육과,3학년,SS2400778,001,법과사회,전공필수,3,3,0,곽한영,25,"월 15:00(75) 418-207-2, 수 15:00(75) 418-207-2",,,N,N,
1828,사범대학,,일반사회교육과,3학년,SS2800052,001,시민교육과사회윤리,전공필수,3,3,0,곽한영,25,"월 10:30(75) 418-207-2, 수 10:30(75) 418-207-2",,,N,N,
1829,사범대학,,일반사회교육과,3학년,SS2400780,001,경제사개설,전공선택,3,3,0,최미호,17,금 15:00-18:00 418-207-2,,,N,N,
1830,사범대학,,일반사회교육과,3학년,SS2900117,001,정치사상사,전공선택,3,3,0,홍익표,16,금 12:00-15:00 417-402,,,N,N,
1831,사범대학,,일반사회교육과,3학년,SS3000426,001,민법,전공선택,3,3,0,오승호,17,"월 09:00(75) 418-207-2, 수 09:00(75) 418-207-2",,,N,N,
1832,사범대학,,일반사회교육과,4학년,SS2800127,001,일반사회논리및논술,전공필수,3,3,0,황미영,25,"화 09:00(75) 417-306, 목 09:00(75) 417-306",,,N,N,
1833,사범대학,,일반사회교육과,4학년,SS2900133,001,국제정치학,전공선택,3,3,0,홍익표,16,금 15:00-18:00 417-402,,,N,N,
1834,사범대학,,일반사회교육과,4학년,SS2900145,001,정치경제학이론,전공선택,3,3,0,최미호,17,금 12:00-15:00 418-207-2,,,N,N,
1835,사범대학,,역사교육과,전학년,ZF1100960,001,세계문화유산의이해,교양선택,3,3,0,서은미,50,"화 15:00(75) 418-106, 목 15:00(75) 418-106",1영역 : 사상과역사 ,,N,N,
1836,사범대학,,역사교육과,전학년,ZF1101076,001,세계화와마주한한국인의삶,교양선택,3,3,0,한승훈,40,"화 09:00(75) 418-106, 목 09:00(75) 418-106",1영역 : 사상과역사 ,,N,N,
1837,사범대학,,역사교육과,전학년,ZF1200637,001,대중음악으로읽는세계사와시대정신,교양선택,3,3,0,정대성,40,"월 15:00(75) 418-106, 수 15:00(75) 418-106",7영역 : 융복합 ,,N,N,
1838,사범대학,,역사교육과,전학년,ZF1200637,002,대중음악으로읽는세계사와시대정신,교양선택,3,3,0,김정화,50,"화 12:00(75) 418-106, 목 12:00(75) 418-106",7영역 : 융복합 ,,N,N,
1839,사범대학,,역사교육과,전학년,ZF1200637,003,대중음악으로읽는세계사와시대정신,교양선택,3,3,0,김정화,50,금 10:00-13:00 밀양M02-2212,7영역 : 융복합 ,,N,N,
1840,사범대학,,역사교육과,1학년,HE1500260,079,동양사입문,전공기초,3,3,0,,25,금 13:30-16:30 418-106,,,N,N,
1841,사범대학,,역사교육과,1학년,HE2900242,079,한국사입문,전공기초,3,3,0,한승훈,25,"화 10:30(75) 418-106, 목 10:30(75) 418-106",,,N,N,
1842,사범대학,,역사교육과,2학년,HE3400250,079,한국고대사교육,전공필수,3,3,0,,25,"화 16:30(75) 417-407, 목 16:30(75) 417-407",,,N,N,
1843,사범대학,,역사교육과,2학년,HE2900243,079,역사학개론,전공선택,3,3,0,정대성,25,"월 10:30(75) 417-407, 수 10:30(75) 417-407",,,N,N,
1844,사범대학,,역사교육과,2학년,HE3200692,079,일본사,전공선택,3,3,0,조승미,19,"화 13:30(75) 418-106, 목 13:30(75) 418-106",,,N,N,
1845,사범대학,,역사교육과,2학년,HE3400307,079,동양고대사교육,전공선택,3,3,0,전영섭,25,"월 13:30(75) 418-106, 수 13:30(75) 418-106",,,N,N,
1846,사범대학,,역사교육과,3학년,HE2900246,079,역사교육론,전공필수,3,3,0,김민수,30,금 15:00-18:00 417-407,,,N,N,
1847,사범대학,,역사교육과,3학년,HE2900222,079,한국사회경제사,전공선택,3,3,0,우정임,30,"월 15:00(75) 417-407, 수 15:00(75) 417-407",,,N,N,
1848,사범대학,,역사교육과,3학년,HE2900232,079,동양사회경제사,전공선택,3,3,0,,19,금 09:00-12:00 418-106,,,N,N,
1849,사범대학,,역사교육과,3학년,HE3400313,079,서양중세사교육,전공선택,3,3,0,김동원,19,"월 13:30(75) 417-104, 수 13:30(75) 417-104",,,N,N,
1850,사범대학,,역사교육과,4학년,HE3400316,079,한국근대사교육,전공선택,3,3,0,한승훈,30,"화 13:30(75) 417-407, 목 13:30(75) 417-407",,,N,N,
1851,사범대학,,역사교육과,4학년,HE3400319,079,서양현대사교육,전공선택,3,3,0,정대성,19,"월 13:30(75) 417-407, 수 13:30(75) 417-407",,,N,N,
